,city,country,date.utc,location,parameter,value,unit
2208,Paris,FR,2019-06-02 07:00:00+00:00,FR04014,no2,18.1,µg/m³
2209,Paris,FR,2019-06-02 06:00:00+00:00,FR04014,no2,24.1,µg/m³
2210,Paris,FR,2019-06-02 05:00:00+00:00,FR04014,no2,37.2,µg/m³
2211,Paris,FR,2019-06-02 04:00:00+00:00,FR04014,no2,24.5,µg/m³
2212,Paris,FR,2019-06-02 03:00:00+00:00,FR04014,no2,23.2,µg/m³
2213,Paris,FR,2019-06-02 02:00:00+00:00,FR04014,no2,39.2,µg/m³
2214,Paris,FR,2019-06-02 01:00:00+00:00,FR04014,no2,38.2,µg/m³
2215,Paris,FR,2019-06-02 00:00:00+00:00,FR04014,no2,38.1,µg/m³
2216,Paris,FR,2019-06-01 23:00:00+00:00,FR04014,no2,32.7,µg/m³
2217,Paris,FR,2019-06-01 22:00:00+00:00,FR04014,no2,48.1,µg/m³
2218,Paris,FR,2019-06-01 21:00:00+00:00,FR04014,no2,49.4,µg/m³
2219,Paris,FR,2019-06-01 20:00:00+00:00,FR04014,no2,43.6,µg/m³
2220,Paris,FR,2019-06-01 19:00:00+00:00,FR04014,no2,24.6,µg/m³
2221,Paris,FR,2019-06-01 18:00:00+00:00,FR04014,no2,14.5,µg/m³
2222,Paris,FR,2019-06-01 17:00:00+00:00,FR04014,no2,11.8,µg/m³
2223,Paris,FR,2019-06-01 16:00:00+00:00,FR04014,no2,11.8,µg/m³
2224,Paris,FR,2019-06-01 15:00:00+00:00,FR04014,no2,10.2,µg/m³
2225,Paris,FR,2019-06-01 14:00:00+00:00,FR04014,no2,10.0,µg/m³
2226,Paris,FR,2019-06-01 13:00:00+00:00,FR04014,no2,10.2,µg/m³
2227,Paris,FR,2019-06-01 12:00:00+00:00,FR04014,no2,10.4,µg/m³
2228,Paris,FR,2019-06-01 11:00:00+00:00,FR04014,no2,12.2,µg/m³
2229,Paris,FR,2019-06-01 10:00:00+00:00,FR04014,no2,13.8,µg/m³
2230,Paris,FR,2019-06-01 09:00:00+00:00,FR04014,no2,23.9,µg/m³
2231,Paris,FR,2019-06-01 08:00:00+00:00,FR04014,no2,33.3,µg/m³
2232,Paris,FR,2019-06-01 07:00:00+00:00,FR04014,no2,46.4,µg/m³
2233,Paris,FR,2019-06-01 06:00:00+00:00,FR04014,no2,44.6,µg/m³
2234,Paris,FR,2019-06-01 02:00:00+00:00,FR04014,no2,68.1,µg/m³
2235,Paris,FR,2019-06-01 01:00:00+00:00,FR04014,no2,74.8,µg/m³
2236,Paris,FR,2019-06-01 00:00:00+00:00,FR04014,no2,84.7,µg/m³
2237,Paris,FR,2019-05-31 23:00:00+00:00,FR04014,no2,81.7,µg/m³
2238,Paris,FR,2019-05-31 22:00:00+00:00,FR04014,no2,68.0,µg/m³
2239,Paris,FR,2019-05-31 21:00:00+00:00,FR04014,no2,60.2,µg/m³
2240,Paris,FR,2019-05-31 20:00:00+00:00,FR04014,no2,37.0,µg/m³
2241,Paris,FR,2019-05-31 19:00:00+00:00,FR04014,no2,23.3,µg/m³
2242,Paris,FR,2019-05-31 18:00:00+00:00,FR04014,no2,25.2,µg/m³
2243,Paris,FR,2019-05-31 17:00:00+00:00,FR04014,no2,20.5,µg/m³
2244,Paris,FR,2019-05-31 16:00:00+00:00,FR04014,no2,16.3,µg/m³
2245,Paris,FR,2019-05-31 15:00:00+00:00,FR04014,no2,15.4,µg/m³
2246,Paris,FR,2019-05-31 14:00:00+00:00,FR04014,no2,15.4,µg/m³
2247,Paris,FR,2019-05-31 13:00:00+00:00,FR04014,no2,13.8,µg/m³
2248,Paris,FR,2019-05-31 12:00:00+00:00,FR04014,no2,13.3,µg/m³
2249,Paris,FR,2019-05-31 11:00:00+00:00,FR04014,no2,15.1,µg/m³
2250,Paris,FR,2019-05-31 10:00:00+00:00,FR04014,no2,17.2,µg/m³
2251,Paris,FR,2019-05-31 09:00:00+00:00,FR04014,no2,19.6,µg/m³
2252,Paris,FR,2019-05-31 08:00:00+00:00,FR04014,no2,36.6,µg/m³
2253,Paris,FR,2019-05-31 07:00:00+00:00,FR04014,no2,47.4,µg/m³
2254,Paris,FR,2019-05-31 06:00:00+00:00,FR04014,no2,38.6,µg/m³
2255,Paris,FR,2019-05-31 05:00:00+00:00,FR04014,no2,37.2,µg/m³
2256,Paris,FR,2019-05-31 04:00:00+00:00,FR04014,no2,31.1,µg/m³
2257,Paris,FR,2019-05-31 03:00:00+00:00,FR04014,no2,40.1,µg/m³
2258,Paris,FR,2019-05-31 02:00:00+00:00,FR04014,no2,44.1,µg/m³
2259,Paris,FR,2019-05-31 01:00:00+00:00,FR04014,no2,36.9,µg/m³
2260,Paris,FR,2019-05-31 00:00:00+00:00,FR04014,no2,27.2,µg/m³
2261,Paris,FR,2019-05-30 23:00:00+00:00,FR04014,no2,29.6,µg/m³
2262,Paris,FR,2019-05-30 22:00:00+00:00,FR04014,no2,27.0,µg/m³
2263,Paris,FR,2019-05-30 21:00:00+00:00,FR04014,no2,26.9,µg/m³
2264,Paris,FR,2019-05-30 20:00:00+00:00,FR04014,no2,21.9,µg/m³
2265,Paris,FR,2019-05-30 19:00:00+00:00,FR04014,no2,22.9,µg/m³
2266,Paris,FR,2019-05-30 18:00:00+00:00,FR04014,no2,22.1,µg/m³
2267,Paris,FR,2019-05-30 17:00:00+00:00,FR04014,no2,20.4,µg/m³
2268,Paris,FR,2019-05-30 16:00:00+00:00,FR04014,no2,12.8,µg/m³
2269,Paris,FR,2019-05-30 15:00:00+00:00,FR04014,no2,13.0,µg/m³
2270,Paris,FR,2019-05-30 14:00:00+00:00,FR04014,no2,14.9,µg/m³
2271,Paris,FR,2019-05-30 13:00:00+00:00,FR04014,no2,16.1,µg/m³
2272,Paris,FR,2019-05-30 12:00:00+00:00,FR04014,no2,14.2,µg/m³
2273,Paris,FR,2019-05-30 11:00:00+00:00,FR04014,no2,14.9,µg/m³
2274,Paris,FR,2019-05-30 10:00:00+00:00,FR04014,no2,13.8,µg/m³
2275,Paris,FR,2019-05-30 09:00:00+00:00,FR04014,no2,15.1,µg/m³
2276,Paris,FR,2019-05-30 08:00:00+00:00,FR04014,no2,16.7,µg/m³
2277,Paris,FR,2019-05-30 07:00:00+00:00,FR04014,no2,18.3,µg/m³
2278,Paris,FR,2019-05-30 06:00:00+00:00,FR04014,no2,13.3,µg/m³
2279,Paris,FR,2019-05-30 05:00:00+00:00,FR04014,no2,12.2,µg/m³
2280,Paris,FR,2019-05-30 04:00:00+00:00,FR04014,no2,10.4,µg/m³
2281,Paris,FR,2019-05-30 03:00:00+00:00,FR04014,no2,10.6,µg/m³
2282,Paris,FR,2019-05-30 02:00:00+00:00,FR04014,no2,9.4,µg/m³
2283,Paris,FR,2019-05-30 01:00:00+00:00,FR04014,no2,12.4,µg/m³
2284,Paris,FR,2019-05-30 00:00:00+00:00,FR04014,no2,19.4,µg/m³
2285,Paris,FR,2019-05-29 23:00:00+00:00,FR04014,no2,19.9,µg/m³
2286,Paris,FR,2019-05-29 22:00:00+00:00,FR04014,no2,19.0,µg/m³
2287,Paris,FR,2019-05-29 21:00:00+00:00,FR04014,no2,16.9,µg/m³
2288,Paris,FR,2019-05-29 20:00:00+00:00,FR04014,no2,20.8,µg/m³
2289,Paris,FR,2019-05-29 19:00:00+00:00,FR04014,no2,24.1,µg/m³
2290,Paris,FR,2019-05-29 18:00:00+00:00,FR04014,no2,25.3,µg/m³
2291,Paris,FR,2019-05-29 17:00:00+00:00,FR04014,no2,22.9,µg/m³
2292,Paris,FR,2019-05-29 16:00:00+00:00,FR04014,no2,20.1,µg/m³
2293,Paris,FR,2019-05-29 15:00:00+00:00,FR04014,no2,0.0,µg/m³
2294,Paris,FR,2019-05-29 14:00:00+00:00,FR04014,no2,0.0,µg/m³
2295,Paris,FR,2019-05-29 13:00:00+00:00,FR04014,no2,17.8,µg/m³
2296,Paris,FR,2019-05-29 12:00:00+00:00,FR04014,no2,13.2,µg/m³
2297,Paris,FR,2019-05-29 11:00:00+00:00,FR04014,no2,22.0,µg/m³
2298,Paris,FR,2019-05-29 10:00:00+00:00,FR04014,no2,30.7,µg/m³
2299,Paris,FR,2019-05-29 09:00:00+00:00,FR04014,no2,34.5,µg/m³
2300,Paris,FR,2019-05-29 08:00:00+00:00,FR04014,no2,45.7,µg/m³
2301,Paris,FR,2019-05-29 07:00:00+00:00,FR04014,no2,50.5,µg/m³
2302,Paris,FR,2019-05-29 06:00:00+00:00,FR04014,no2,46.5,µg/m³
2303,Paris,FR,2019-05-29 05:00:00+00:00,FR04014,no2,36.7,µg/m³
2304,Paris,FR,2019-05-29 04:00:00+00:00,FR04014,no2,24.1,µg/m³
2305,Paris,FR,2019-05-29 03:00:00+00:00,FR04014,no2,20.3,µg/m³
2306,Paris,FR,2019-05-29 02:00:00+00:00,FR04014,no2,19.0,µg/m³
2307,Paris,FR,2019-05-29 01:00:00+00:00,FR04014,no2,21.6,µg/m³
2308,Paris,FR,2019-05-29 00:00:00+00:00,FR04014,no2,23.4,µg/m³
2309,Paris,FR,2019-05-28 23:00:00+00:00,FR04014,no2,25.3,µg/m³
2310,Paris,FR,2019-05-28 22:00:00+00:00,FR04014,no2,20.2,µg/m³
2311,Paris,FR,2019-05-28 21:00:00+00:00,FR04014,no2,20.4,µg/m³
2312,Paris,FR,2019-05-28 20:00:00+00:00,FR04014,no2,20.4,µg/m³
2313,Paris,FR,2019-05-28 19:00:00+00:00,FR04014,no2,18.5,µg/m³
2314,Paris,FR,2019-05-28 18:00:00+00:00,FR04014,no2,16.2,µg/m³
2315,Paris,FR,2019-05-28 17:00:00+00:00,FR04014,no2,20.8,µg/m³
2316,Paris,FR,2019-05-28 16:00:00+00:00,FR04014,no2,26.5,µg/m³
2317,Paris,FR,2019-05-28 15:00:00+00:00,FR04014,no2,25.0,µg/m³
2318,Paris,FR,2019-05-28 14:00:00+00:00,FR04014,no2,18.8,µg/m³
2319,Paris,FR,2019-05-28 13:00:00+00:00,FR04014,no2,18.5,µg/m³
2320,Paris,FR,2019-05-28 12:00:00+00:00,FR04014,no2,24.8,µg/m³
2321,Paris,FR,2019-05-28 11:00:00+00:00,FR04014,no2,20.5,µg/m³
2322,Paris,FR,2019-05-28 10:00:00+00:00,FR04014,no2,21.6,µg/m³
2323,Paris,FR,2019-05-28 09:00:00+00:00,FR04014,no2,24.3,µg/m³
2324,Paris,FR,2019-05-28 08:00:00+00:00,FR04014,no2,31.2,µg/m³
2325,Paris,FR,2019-05-28 07:00:00+00:00,FR04014,no2,33.8,µg/m³
2326,Paris,FR,2019-05-28 06:00:00+00:00,FR04014,no2,28.8,µg/m³
2327,Paris,FR,2019-05-28 05:00:00+00:00,FR04014,no2,19.9,µg/m³
2328,Paris,FR,2019-05-28 04:00:00+00:00,FR04014,no2,8.9,µg/m³
2329,Paris,FR,2019-05-28 03:00:00+00:00,FR04014,no2,6.1,µg/m³
2330,Paris,FR,2019-05-28 02:00:00+00:00,FR04014,no2,6.4,µg/m³
2331,Paris,FR,2019-05-28 01:00:00+00:00,FR04014,no2,8.2,µg/m³
2332,Paris,FR,2019-05-28 00:00:00+00:00,FR04014,no2,15.4,µg/m³
2333,Paris,FR,2019-05-27 23:00:00+00:00,FR04014,no2,22.6,µg/m³
2334,Paris,FR,2019-05-27 22:00:00+00:00,FR04014,no2,19.9,µg/m³
2335,Paris,FR,2019-05-27 21:00:00+00:00,FR04014,no2,18.8,µg/m³
2336,Paris,FR,2019-05-27 20:00:00+00:00,FR04014,no2,22.3,µg/m³
2337,Paris,FR,2019-05-27 19:00:00+00:00,FR04014,no2,22.1,µg/m³
2338,Paris,FR,2019-05-27 18:00:00+00:00,FR04014,no2,25.6,µg/m³
2339,Paris,FR,2019-05-27 17:00:00+00:00,FR04014,no2,22.9,µg/m³
2340,Paris,FR,2019-05-27 16:00:00+00:00,FR04014,no2,23.6,µg/m³
2341,Paris,FR,2019-05-27 15:00:00+00:00,FR04014,no2,25.6,µg/m³
2342,Paris,FR,2019-05-27 14:00:00+00:00,FR04014,no2,17.3,µg/m³
2343,Paris,FR,2019-05-27 13:00:00+00:00,FR04014,no2,17.5,µg/m³
2344,Paris,FR,2019-05-27 12:00:00+00:00,FR04014,no2,17.3,µg/m³
2345,Paris,FR,2019-05-27 11:00:00+00:00,FR04014,no2,19.3,µg/m³
2346,Paris,FR,2019-05-27 10:00:00+00:00,FR04014,no2,23.3,µg/m³
2347,Paris,FR,2019-05-27 09:00:00+00:00,FR04014,no2,31.4,µg/m³
2348,Paris,FR,2019-05-27 08:00:00+00:00,FR04014,no2,34.2,µg/m³
2349,Paris,FR,2019-05-27 07:00:00+00:00,FR04014,no2,29.5,µg/m³
2350,Paris,FR,2019-05-27 06:00:00+00:00,FR04014,no2,29.1,µg/m³
2351,Paris,FR,2019-05-27 05:00:00+00:00,FR04014,no2,20.3,µg/m³
2352,Paris,FR,2019-05-27 04:00:00+00:00,FR04014,no2,6.5,µg/m³
2353,Paris,FR,2019-05-27 03:00:00+00:00,FR04014,no2,4.8,µg/m³
2354,Paris,FR,2019-05-27 02:00:00+00:00,FR04014,no2,5.9,µg/m³
2355,Paris,FR,2019-05-27 01:00:00+00:00,FR04014,no2,7.1,µg/m³
2356,Paris,FR,2019-05-27 00:00:00+00:00,FR04014,no2,9.5,µg/m³
2357,Paris,FR,2019-05-26 23:00:00+00:00,FR04014,no2,10.3,µg/m³
2358,Paris,FR,2019-05-26 22:00:00+00:00,FR04014,no2,15.2,µg/m³
2359,Paris,FR,2019-05-26 21:00:00+00:00,FR04014,no2,16.1,µg/m³
2360,Paris,FR,2019-05-26 20:00:00+00:00,FR04014,no2,16.6,µg/m³
2361,Paris,FR,2019-05-26 19:00:00+00:00,FR04014,no2,17.8,µg/m³
2362,Paris,FR,2019-05-26 18:00:00+00:00,FR04014,no2,22.8,µg/m³
2363,Paris,FR,2019-05-26 17:00:00+00:00,FR04014,no2,17.3,µg/m³
2364,Paris,FR,2019-05-26 16:00:00+00:00,FR04014,no2,17.1,µg/m³
2365,Paris,FR,2019-05-26 15:00:00+00:00,FR04014,no2,11.7,µg/m³
2366,Paris,FR,2019-05-26 14:00:00+00:00,FR04014,no2,15.3,µg/m³
2367,Paris,FR,2019-05-26 13:00:00+00:00,FR04014,no2,12.5,µg/m³
2368,Paris,FR,2019-05-26 12:00:00+00:00,FR04014,no2,11.5,µg/m³
2369,Paris,FR,2019-05-26 11:00:00+00:00,FR04014,no2,13.3,µg/m³
2370,Paris,FR,2019-05-26 10:00:00+00:00,FR04014,no2,11.3,µg/m³
2371,Paris,FR,2019-05-26 09:00:00+00:00,FR04014,no2,10.3,µg/m³
2372,Paris,FR,2019-05-26 08:00:00+00:00,FR04014,no2,11.0,µg/m³
2373,Paris,FR,2019-05-26 07:00:00+00:00,FR04014,no2,13.4,µg/m³
2374,Paris,FR,2019-05-26 06:00:00+00:00,FR04014,no2,15.1,µg/m³
2375,Paris,FR,2019-05-26 05:00:00+00:00,FR04014,no2,16.8,µg/m³
2376,Paris,FR,2019-05-26 04:00:00+00:00,FR04014,no2,22.3,µg/m³
2377,Paris,FR,2019-05-26 03:00:00+00:00,FR04014,no2,22.9,µg/m³
2378,Paris,FR,2019-05-26 02:00:00+00:00,FR04014,no2,23.4,µg/m³
2379,Paris,FR,2019-05-26 01:00:00+00:00,FR04014,no2,49.8,µg/m³
2380,Paris,FR,2019-05-26 00:00:00+00:00,FR04014,no2,67.0,µg/m³
2381,Paris,FR,2019-05-25 23:00:00+00:00,FR04014,no2,70.2,µg/m³
2382,Paris,FR,2019-05-25 22:00:00+00:00,FR04014,no2,63.9,µg/m³
2383,Paris,FR,2019-05-25 21:00:00+00:00,FR04014,no2,39.5,µg/m³
2384,Paris,FR,2019-05-25 20:00:00+00:00,FR04014,no2,43.6,µg/m³
2385,Paris,FR,2019-05-25 19:00:00+00:00,FR04014,no2,22.1,µg/m³
2386,Paris,FR,2019-05-25 18:00:00+00:00,FR04014,no2,30.4,µg/m³
2387,Paris,FR,2019-05-25 17:00:00+00:00,FR04014,no2,20.6,µg/m³
2388,Paris,FR,2019-05-25 16:00:00+00:00,FR04014,no2,31.9,µg/m³
2389,Paris,FR,2019-05-25 15:00:00+00:00,FR04014,no2,30.0,µg/m³
2390,Paris,FR,2019-05-25 14:00:00+00:00,FR04014,no2,23.6,µg/m³
2391,Paris,FR,2019-05-25 13:00:00+00:00,FR04014,no2,26.1,µg/m³
2392,Paris,FR,2019-05-25 12:00:00+00:00,FR04014,no2,18.6,µg/m³
2393,Paris,FR,2019-05-25 11:00:00+00:00,FR04014,no2,19.5,µg/m³
2394,Paris,FR,2019-05-25 10:00:00+00:00,FR04014,no2,26.3,µg/m³
2395,Paris,FR,2019-05-25 09:00:00+00:00,FR04014,no2,33.6,µg/m³
2396,Paris,FR,2019-05-25 08:00:00+00:00,FR04014,no2,44.5,µg/m³
2397,Paris,FR,2019-05-25 07:00:00+00:00,FR04014,no2,42.1,µg/m³
2398,Paris,FR,2019-05-25 06:00:00+00:00,FR04014,no2,36.9,µg/m³
2399,Paris,FR,2019-05-25 02:00:00+00:00,FR04014,no2,20.3,µg/m³
2400,Paris,FR,2019-05-25 01:00:00+00:00,FR04014,no2,12.8,µg/m³
2401,Paris,FR,2019-05-25 00:00:00+00:00,FR04014,no2,17.4,µg/m³
2402,Paris,FR,2019-05-24 23:00:00+00:00,FR04014,no2,16.5,µg/m³
2403,Paris,FR,2019-05-24 22:00:00+00:00,FR04014,no2,18.0,µg/m³
2404,Paris,FR,2019-05-24 21:00:00+00:00,FR04014,no2,18.1,µg/m³
2405,Paris,FR,2019-05-24 20:00:00+00:00,FR04014,no2,31.7,µg/m³
2406,Paris,FR,2019-05-24 19:00:00+00:00,FR04014,no2,21.9,µg/m³
2407,Paris,FR,2019-05-24 18:00:00+00:00,FR04014,no2,23.3,µg/m³
2408,Paris,FR,2019-05-24 17:00:00+00:00,FR04014,no2,25.2,µg/m³
2409,Paris,FR,2019-05-24 16:00:00+00:00,FR04014,no2,27.3,µg/m³
2410,Paris,FR,2019-05-24 15:00:00+00:00,FR04014,no2,22.7,µg/m³
2411,Paris,FR,2019-05-24 14:00:00+00:00,FR04014,no2,20.5,µg/m³
2412,Paris,FR,2019-05-24 13:00:00+00:00,FR04014,no2,24.3,µg/m³
2413,Paris,FR,2019-05-24 12:00:00+00:00,FR04014,no2,29.3,µg/m³
2414,Paris,FR,2019-05-24 11:00:00+00:00,FR04014,no2,40.6,µg/m³
2415,Paris,FR,2019-05-24 10:00:00+00:00,FR04014,no2,28.6,µg/m³
2416,Paris,FR,2019-05-24 09:00:00+00:00,FR04014,no2,37.9,µg/m³
2417,Paris,FR,2019-05-24 08:00:00+00:00,FR04014,no2,45.9,µg/m³
2418,Paris,FR,2019-05-24 07:00:00+00:00,FR04014,no2,54.8,µg/m³
2419,Paris,FR,2019-05-24 06:00:00+00:00,FR04014,no2,40.7,µg/m³
2420,Paris,FR,2019-05-24 05:00:00+00:00,FR04014,no2,35.9,µg/m³
2421,Paris,FR,2019-05-24 04:00:00+00:00,FR04014,no2,28.1,µg/m³
2422,Paris,FR,2019-05-24 03:00:00+00:00,FR04014,no2,19.4,µg/m³
2423,Paris,FR,2019-05-24 02:00:00+00:00,FR04014,no2,28.4,µg/m³
2424,Paris,FR,2019-05-24 01:00:00+00:00,FR04014,no2,28.8,µg/m³
2425,Paris,FR,2019-05-24 00:00:00+00:00,FR04014,no2,32.8,µg/m³
2426,Paris,FR,2019-05-23 23:00:00+00:00,FR04014,no2,23.2,µg/m³
2427,Paris,FR,2019-05-23 22:00:00+00:00,FR04014,no2,61.9,µg/m³
2428,Paris,FR,2019-05-23 21:00:00+00:00,FR04014,no2,47.0,µg/m³
2429,Paris,FR,2019-05-23 20:00:00+00:00,FR04014,no2,33.8,µg/m³
2430,Paris,FR,2019-05-23 19:00:00+00:00,FR04014,no2,28.0,µg/m³
2431,Paris,FR,2019-05-23 18:00:00+00:00,FR04014,no2,23.5,µg/m³
2432,Paris,FR,2019-05-23 17:00:00+00:00,FR04014,no2,22.7,µg/m³
2433,Paris,FR,2019-05-23 16:00:00+00:00,FR04014,no2,17.8,µg/m³
2434,Paris,FR,2019-05-23 15:00:00+00:00,FR04014,no2,17.5,µg/m³
2435,Paris,FR,2019-05-23 14:00:00+00:00,FR04014,no2,17.2,µg/m³
2436,Paris,FR,2019-05-23 13:00:00+00:00,FR04014,no2,21.2,µg/m³
2437,Paris,FR,2019-05-23 12:00:00+00:00,FR04014,no2,16.4,µg/m³
2438,Paris,FR,2019-05-23 11:00:00+00:00,FR04014,no2,17.0,µg/m³
2439,Paris,FR,2019-05-23 10:00:00+00:00,FR04014,no2,28.3,µg/m³
2440,Paris,FR,2019-05-23 09:00:00+00:00,FR04014,no2,79.4,µg/m³
2441,Paris,FR,2019-05-23 08:00:00+00:00,FR04014,no2,97.0,µg/m³
2442,Paris,FR,2019-05-23 07:00:00+00:00,FR04014,no2,91.8,µg/m³
2443,Paris,FR,2019-05-23 06:00:00+00:00,FR04014,no2,79.6,µg/m³
2444,Paris,FR,2019-05-23 05:00:00+00:00,FR04014,no2,68.7,µg/m³
2445,Paris,FR,2019-05-23 04:00:00+00:00,FR04014,no2,71.9,µg/m³
2446,Paris,FR,2019-05-23 03:00:00+00:00,FR04014,no2,76.8,µg/m³
2447,Paris,FR,2019-05-23 02:00:00+00:00,FR04014,no2,66.6,µg/m³
2448,Paris,FR,2019-05-23 01:00:00+00:00,FR04014,no2,53.1,µg/m³
2449,Paris,FR,2019-05-23 00:00:00+00:00,FR04014,no2,53.3,µg/m³
2450,Paris,FR,2019-05-22 23:00:00+00:00,FR04014,no2,62.1,µg/m³
2451,Paris,FR,2019-05-22 22:00:00+00:00,FR04014,no2,29.8,µg/m³
2452,Paris,FR,2019-05-22 21:00:00+00:00,FR04014,no2,37.7,µg/m³
2453,Paris,FR,2019-05-22 20:00:00+00:00,FR04014,no2,44.9,µg/m³
2454,Paris,FR,2019-05-22 19:00:00+00:00,FR04014,no2,36.2,µg/m³
2455,Paris,FR,2019-05-22 18:00:00+00:00,FR04014,no2,34.1,µg/m³
2456,Paris,FR,2019-05-22 17:00:00+00:00,FR04014,no2,36.1,µg/m³
2457,Paris,FR,2019-05-22 16:00:00+00:00,FR04014,no2,34.9,µg/m³
2458,Paris,FR,2019-05-22 15:00:00+00:00,FR04014,no2,33.2,µg/m³
2459,Paris,FR,2019-05-22 14:00:00+00:00,FR04014,no2,40.0,µg/m³
2460,Paris,FR,2019-05-22 13:00:00+00:00,FR04014,no2,38.5,µg/m³
2461,Paris,FR,2019-05-22 12:00:00+00:00,FR04014,no2,42.2,µg/m³
2462,Paris,FR,2019-05-22 11:00:00+00:00,FR04014,no2,42.6,µg/m³
2463,Paris,FR,2019-05-22 10:00:00+00:00,FR04014,no2,57.8,µg/m³
2464,Paris,FR,2019-05-22 09:00:00+00:00,FR04014,no2,63.1,µg/m³
2465,Paris,FR,2019-05-22 08:00:00+00:00,FR04014,no2,70.8,µg/m³
2466,Paris,FR,2019-05-22 07:00:00+00:00,FR04014,no2,75.4,µg/m³
2467,Paris,FR,2019-05-22 06:00:00+00:00,FR04014,no2,75.7,µg/m³
2468,Paris,FR,2019-05-22 05:00:00+00:00,FR04014,no2,45.1,µg/m³
2469,Paris,FR,2019-05-22 04:00:00+00:00,FR04014,no2,33.7,µg/m³
2470,Paris,FR,2019-05-22 03:00:00+00:00,FR04014,no2,25.2,µg/m³
2471,Paris,FR,2019-05-22 02:00:00+00:00,FR04014,no2,19.2,µg/m³
2472,Paris,FR,2019-05-22 01:00:00+00:00,FR04014,no2,27.9,µg/m³
2473,Paris,FR,2019-05-22 00:00:00+00:00,FR04014,no2,27.1,µg/m³
2474,Paris,FR,2019-05-21 23:00:00+00:00,FR04014,no2,29.5,µg/m³
2475,Paris,FR,2019-05-21 22:00:00+00:00,FR04014,no2,33.2,µg/m³
2476,Paris,FR,2019-05-21 21:00:00+00:00,FR04014,no2,43.0,µg/m³
2477,Paris,FR,2019-05-21 20:00:00+00:00,FR04014,no2,40.8,µg/m³
2478,Paris,FR,2019-05-21 19:00:00+00:00,FR04014,no2,50.0,µg/m³
2479,Paris,FR,2019-05-21 18:00:00+00:00,FR04014,no2,54.3,µg/m³
2480,Paris,FR,2019-05-21 17:00:00+00:00,FR04014,no2,75.0,µg/m³
2481,Paris,FR,2019-05-21 16:00:00+00:00,FR04014,no2,42.3,µg/m³
2482,Paris,FR,2019-05-21 15:00:00+00:00,FR04014,no2,36.6,µg/m³
2483,Paris,FR,2019-05-21 14:00:00+00:00,FR04014,no2,47.8,µg/m³
2484,Paris,FR,2019-05-21 13:00:00+00:00,FR04014,no2,49.7,µg/m³
2485,Paris,FR,2019-05-21 12:00:00+00:00,FR04014,no2,30.5,µg/m³
2486,Paris,FR,2019-05-21 11:00:00+00:00,FR04014,no2,25.5,µg/m³
2487,Paris,FR,2019-05-21 10:00:00+00:00,FR04014,no2,30.4,µg/m³
2488,Paris,FR,2019-05-21 09:00:00+00:00,FR04014,no2,48.1,µg/m³
2489,Paris,FR,2019-05-21 08:00:00+00:00,FR04014,no2,54.2,µg/m³
2490,Paris,FR,2019-05-21 07:00:00+00:00,FR04014,no2,56.0,µg/m³
2491,Paris,FR,2019-05-21 06:00:00+00:00,FR04014,no2,62.6,µg/m³
2492,Paris,FR,2019-05-21 05:00:00+00:00,FR04014,no2,38.0,µg/m³
2493,Paris,FR,2019-05-21 04:00:00+00:00,FR04014,no2,18.5,µg/m³
2494,Paris,FR,2019-05-21 03:00:00+00:00,FR04014,no2,17.9,µg/m³
2495,Paris,FR,2019-05-21 02:00:00+00:00,FR04014,no2,17.7,µg/m³
2496,Paris,FR,2019-05-21 01:00:00+00:00,FR04014,no2,16.3,µg/m³
2497,Paris,FR,2019-05-21 00:00:00+00:00,FR04014,no2,16.9,µg/m³
2498,Paris,FR,2019-05-20 23:00:00+00:00,FR04014,no2,19.6,µg/m³
2499,Paris,FR,2019-05-20 22:00:00+00:00,FR04014,no2,20.7,µg/m³
2500,Paris,FR,2019-05-20 21:00:00+00:00,FR04014,no2,20.3,µg/m³
2501,Paris,FR,2019-05-20 20:00:00+00:00,FR04014,no2,21.6,µg/m³
2502,Paris,FR,2019-05-20 19:00:00+00:00,FR04014,no2,21.3,µg/m³
2503,Paris,FR,2019-05-20 18:00:00+00:00,FR04014,no2,32.2,µg/m³
2504,Paris,FR,2019-05-20 17:00:00+00:00,FR04014,no2,24.6,µg/m³
2505,Paris,FR,2019-05-20 16:00:00+00:00,FR04014,no2,32.4,µg/m³
2506,Paris,FR,2019-05-20 15:00:00+00:00,FR04014,no2,26.5,µg/m³
2507,Paris,FR,2019-05-20 14:00:00+00:00,FR04014,no2,27.5,µg/m³
2508,Paris,FR,2019-05-20 13:00:00+00:00,FR04014,no2,23.7,µg/m³
2509,Paris,FR,2019-05-20 12:00:00+00:00,FR04014,no2,23.8,µg/m³
2510,Paris,FR,2019-05-20 11:00:00+00:00,FR04014,no2,35.4,µg/m³
2511,Paris,FR,2019-05-20 10:00:00+00:00,FR04014,no2,43.9,µg/m³
2512,Paris,FR,2019-05-20 09:00:00+00:00,FR04014,no2,45.5,µg/m³
2513,Paris,FR,2019-05-20 08:00:00+00:00,FR04014,no2,46.1,µg/m³
2514,Paris,FR,2019-05-20 07:00:00+00:00,FR04014,no2,46.9,µg/m³
2515,Paris,FR,2019-05-20 06:00:00+00:00,FR04014,no2,40.1,µg/m³
2516,Paris,FR,2019-05-20 05:00:00+00:00,FR04014,no2,25.2,µg/m³
2517,Paris,FR,2019-05-20 04:00:00+00:00,FR04014,no2,14.9,µg/m³
